ResourceLoad,Image,Resource/Image/adv_shop.jpg,
ResourceLoad,Image,Resource/Image/curen.png,
ResourceLoad,Image,Resource/Image/reira.png,
MassegeX,100,MassegeY,520,
StringX,50,StringY,470,
BGX,0,BGY,0,BGDraw,0,
CX,450,CY,45,CDraw,1,
CName,クラン,
ふぅ,
ついに今日かぁ...,
勇者様が来るのは夕方ごろの予定だから,Break,
とりあえず今日もいつも通りの採取だね,BreakEnd,
CName,,
コンコン,
CDrawEnd,1,CX,200,CY,45,CDraw,1,CX,600,CY,56,CDraw,2,
CName,レイラ,
クラン、いる？,
CName,クラン,
あ、レイラ、どうしたの？,
CName,レイラ,
ついに今日だからね、どうしてるかなーって,
CName,クラン,
いやーなんか緊張してきちゃったよ,
でもとりあえず今日もいつも通り,Break,
採取して武器作るよ,BreakEnd,
CName,レイラ,
そうそう、緊張しても来ちゃうもんは来ちゃうんだから,Break,
いつも通りいきましょう！,BreakEnd,
CName,クラン,
そうだよねー、うん。なんか元気出てきた！,Break,
今日も頑張るよ！,BreakEnd,
CName,レイラ,
そうそう、その意気だよ！,Break,
最後も気を付けて行ってきてね！,BreakEnd
CName,クラン,
うん、行ってきます！




