ResourceLoad,Image,Resource/Image/adv_twon.jpg,
ResourceLoad,Image,Resource/Image/adv_shop.jpg,
ResourceLoad,Image,Resource/Image/curen.png,
ResourceLoad,Image,Resource/Image/herler.png,
MassegeX,100,MassegeY,520,
StringX,50,StringY,470,
BGX,0,BGY,0,BGDraw,1,
CX,450,CY,45,CDraw,2,
CName,クラン,
んーー,
CName,クラン,
はぁっ！朝だー,Break,
昨日は頑張ったから筋肉痛だよー,BreakEnd,
CName,クラン,
はっ！弱音を吐いてたら鍛冶屋は務まんないぞクラン！,Break,
よしっ、今日も頑張ろー！,BreakEnd,
CName,クラン,
今日もまず素材集めから,Break,
...と、その前にハーラーおじさんに一応昨日の報告しておこう,BreakEnd,
BGX,0,BGY,0,BGDraw,0,
,
CName,クラン,
ハーラーおじさんおはよー,
CDrawEnd,2,CX,200,CY,45,CDraw,2,CX,600,CY,3,CDraw,3,
CName,ハーラー,
お、クランじゃねぇか,Break,
どうだ、調子は？,BreakEnd,
CName,クラン,
うーん、昨日初めて武器を作って売ってみたけど,Break,
なかなか上手くいかないねー,BreakEnd,
CName,ハーラー,
ははっ、最初はみんなそんなもんさ,Break,
回数重ねるうちにコツが分かってくるもんさ,BreakEnd,
CName,クラン,
そうだと良いんだけど,
CName,ハーラー,
ま、頑張れや！,
CName,クラン,
うん！じゃあ行ってきます！,
CName,ハーラー,
おう、気を付けてな


