ResourceLoad,Image,Resource/Image/adv_shop.jpg,
ResourceLoad,Image,Resource/Image/curen.png,
ResourceLoad,Image,Resource/Image/herler.png,
MassegeX,100,MassegeY,520,
StringX,50,StringY,470,
BGX,0,BGY,0,BGDraw,0,
CX,450,CY,45,CDraw,2,
CName,クラン,
ふぅ、ついに明日勇者様が来るのかぁ,
まだ明日もあるけど気合入れて行こう！,
CDrawEnd,2,CX,200,CY,45,CDraw,2,CX,600,CY,3,CDraw,3,
CName,ハーラー,
おう、クランいるか？,
CName,クラン,
おはようハーラーおじさん、どうしたの？,
CName,ハーラー,
勇者が来るの明日だからな。様子を見に来たんだ,
CName,クラン,
そうなんだ、特に変わりなくやってるよー,
CName,ハーラー,
そうか、それなら良かった。,Break,
いや、変に緊張でもしてるかと思ってたからな,BreakEnd,
CName,クラン,
ははは、明日はちょっと緊張してるかも？,
とりあえず今日はまだ武器作らなきゃだからね,Break,
緊張なんてしてる暇ないよ！,BreakEnd,
CName,ハーラー,
ハハッ、そうだな！,Break,
じゃあ今日も気をつけて行ってくるんだぞ！,BreakEnd,
CName,クラン,
はい！行ってきます！
