ResourceLoad,Image,Resource/Image/adv_shop.jpg,
ResourceLoad,Image,Resource/Image/curen.png,
ResourceLoad,Image,Resource/Image/reira.png,
MassegeX,100,MassegeY,520,
StringX,50,StringY,470,
BGX,0,BGY,0,BGDraw,0,
CX,450,CY,45,CDraw,1,
CName,クラン,
よーっし、採取行きますかー,
CName,,
コンコン,
CName,クラン,
はーい,
CDrawEnd,1,CX,200,CY,45,CDraw,1,CX,600,CY,56,CDraw,2,
CName,レイラ,
おはよー、クラン,
CName,クラン,
あ、レイラ。ちょうど今出かけるところだったんだ,
CName,レイラ,
あ、そうなんだ。間に合ってよかったぁ,
また新しい採取地教えてあげようと思って来たんだ,
CName,クラン,
あ！そうなんだ！,Break,
それはありがたい,BreakEnd,
CName,レイラ,
まあ勇者様が来るまで後3日だからね,Break,
最後にとっておきの場所を教えてあげるわ,BreakEnd,
CName,クラン,
とっておきかぁ、楽しみ！,
CName,レイラ,
それでは発表しましょう！,Break,
新しい採取地は...,BreakEnd,
「リィゼフォールン」,
CName,クラン,
うーん、聞いたことない場所だなぁ,
CName,レイラ,
フィレイス草原のずっと南東にある場所よ。,Break,
かなり貴重なアイテムが多くあるらしくて,Break,
中には神気をまとった物もあるとか...,Break,
CName,クラン,
おぉ...なんか凄そうだね,
CName,レイラ,
魔物は出ないけど遠いから,Break,
行くときは気を付けてね,BreakEnd,
CName,クラン,
うん、ありがとう！,Break,
よーっし、楽しみになってきたぞー,BreakEnd,
じゃあ、行ってきます！,
CDrawEnd,1,CDrawEnd,2,
,
新しい採取地に行けるようになりました。,
新しい武器が作れるようになりました。



