ResourceLoad,Image,Resource/Image/adv_shop.jpg,
ResourceLoad,Image,Resource/Image/curen.png,
ResourceLoad,Image,Resource/Image/miia.png,
MassegeX,100,MassegeY,520,
StringX,50,StringY,470,
BGX,0,BGY,0,BGDraw,0,
CX,450,CY,45,CDraw,1,
CName,クラン,
今日で10日目かー,　
あと少しで勇者様きちゃうけどまだ,Break,
これっていう武器作れてないなー,BreakEnd,
CName,,
コンコン,
CName,クラン,
？はーい,
CDrawEnd,1,CX,200,CY,45,CDraw,1,CX,600,CY,8,CDraw,2,
CName,ミーア,
クランちゃん、やっほー,
CName,クラン,
ミーアさん？どうしたんですか？,
CName,ミーア,
んー、クランちゃんがそろそろ,Break,
行き詰ってそうだなーっておもってさ,BreakEnd,
CName,クラン,
！なんで分かるんですか？,
CName,ミーア,
まあ私が教えた武器の作り方なんて,Break,
初歩の初歩だからね。10日も経てば行き詰るもんだよ,BreakEnd,
CName,クラン,
まあそうですね...,
CName,ミーア,
そんな行き詰ってるクランちゃんに,Break,
とっておきの情報をお教えしましょう！,BreakEnd,
CName,クラン,
ホントですか！？,
CName,ミーア,
本当だよー？それでは教えて進ぜよう。,
すばり,Break,
「高い品質の素材から選ぶべし」,Break,
だよ！,BreakEnd,
CName,クラン,
？品質が高い素材から加工するといい武器が作れる？,
CName,ミーア,
そうらしいよー。つい最近、昔聞いたこの話,Break,
思い出したんだ。早速今日試してみなよ,BreakEnd,
CName,クラン,
はい！ありがとうございます！,Break,
じゃあ武器作るためにもさっそく素材採取に行かなくちゃ,BreakEnd,
CName,ミーア,
じゃあ私は行くわね、クランちゃんも気を付けて,
CName,クラン,
はい！情報ありがとうございました！



